29,0.798,0.997,0.036,0.202,0.231,0.198,0.143,0.000,0.000,403,0.580,695,0,0.000,695,292,0.420,695
29,0.791,0.989,0.078,0.209,0.234,0.211,0.147,0.002,0.005,418,0.590,708,0,0.000,708,290,0.410,708
29,0.787,1.000,0.052,0.159,0.217,0.192,0.151,0.002,0.002,393,0.579,679,0,0.000,679,286,0.421,679
29,0.904,1.000,0.000,0.000,0.198,0.223,0.193,0.000,0.000,151,0.709,213,0,0.000,213,62,0.291,213
