1,0.112,0.366,0.020,0.000,0.000,0.000,0.000,0.480,0.140,50,1.000,50,0,0.000,50,0,0.000,50
2,0.005,0.002,0.000,0.000,0.000,0.000,0.000,0.909,0.855,55,1.000,55,0,0.000,55,0,0.000,55
3,0.312,0.423,0.000,0.000,0.000,0.000,0.000,1.000,0.000,41,1.000,41,0,0.000,41,0,0.000,41
4,0.239,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.918,61,1.000,61,0,0.000,61,0,0.000,61
5,0.849,0.924,0.000,0.000,0.025,0.143,0.112,0.000,0.000,161,1.000,161,0,0.000,161,0,0.000,161
6,0.796,0.029,0.399,0.377,0.363,0.337,0.326,0.201,0.139,273,1.000,273,0,0.000,273,0,0.000,273
7,0.050,0.431,0.463,0.269,0.239,0.015,0.000,0.224,0.000,67,1.000,67,0,0.000,67,0,0.000,67
8,0.002,1.000,0.156,0.288,0.333,0.285,0.131,0.000,0.000,688,1.000,688,0,0.000,688,0,0.000,688
9,0.047,0.983,0.301,0.475,0.496,0.435,0.228,0.056,0.024,680,1.000,680,0,0.000,680,0,0.000,680
10,0.709,0.000,0.000,0.000,0.000,0.018,0.016,0.000,0.000,668,1.000,668,0,0.000,668,0,0.000,668
11,0.712,0.986,0.069,0.079,0.124,0.173,0.158,0.000,0.000,106,0.480,221,115,0.520,221,0,0.000,221
12,0.998,0.000,0.000,0.067,0.160,0.072,0.000,0.000,0.000,682,1.000,682,0,0.000,682,0,0.000,682
13,0.003,0.992,0.125,0.164,0.175,0.157,0.094,0.000,0.000,670,1.000,670,0,0.000,670,0,0.000,670
14,0.989,1.000,0.223,0.289,0.314,0.298,0.347,0.000,0.000,121,1.000,121,0,0.000,121,0,0.000,121
15,0.002,0.998,0.000,0.120,0.187,0.123,0.000,0.000,0.000,685,1.000,685,0,0.000,685,0,0.000,685
16,0.134,0.909,0.000,0.099,0.140,0.105,0.000,0.000,0.000,677,1.000,677,0,0.000,677,0,0.000,677
17,0.992,0.933,0.920,0.939,0.941,0.938,0.012,0.000,0.000,659,1.000,659,0,0.000,659,0,0.000,659
18,0.959,0.000,0.000,0.122,0.199,0.139,0.001,0.000,0.000,674,1.000,674,0,0.000,674,0,0.000,674
19,0.079,0.732,0.217,0.395,0.401,0.421,0.276,0.237,0.224,152,1.000,152,0,0.000,152,0,0.000,152
20,0.953,0.415,0.308,0.477,0.523,0.585,0.385,0.000,0.000,65,1.000,65,0,0.000,65,0,0.000,65
5,0.814,0.940,0.064,0.062,0.138,0.262,0.249,0.000,0.000,274,0.537,510,0,0.000,510,236,0.463,510
21,0.530,0.998,0.074,0.036,0.504,0.881,0.875,0.000,0.000,672,1.000,672,0,0.000,672,0,0.000,672
22,0.480,0.515,0.884,0.067,0.058,0.051,0.032,0.021,0.012,432,1.000,432,0,0.000,432,0,0.000,432
23,0.917,0.933,0.000,0.000,0.227,0.413,0.480,0.040,0.000,75,1.000,75,0,0.000,75,0,0.000,75
24,0.783,0.991,0.000,0.073,0.139,0.387,0.510,0.020,0.036,122,0.387,315,193,0.613,315,0,0.000,315
