10.5
29.2
48.45
67.2
86.5
104.95
123.0
141.05
161.9
179.95
198.0
216.05
237.6
255.65
273.7
291.75
309.8
327.85
345.9
363.95
389.65
408.8
427.6
445.65
465.7
483.75
503.6
522.7
541.7
560.7
