50.5 NA NA NA NA NA NA
148.91 NA NA NA NA NA NA
247.96 NA NA NA NA NA NA
346.93 NA NA NA NA NA NA
445.63 NA NA NA NA NA NA
543.64 NA NA NA NA NA NA
643.81 NA NA NA NA NA NA
742.75 NA NA NA NA NA NA
840.76 NA NA NA NA NA NA
938.77 NA NA NA NA NA NA
1036.78 NA NA NA NA NA NA
1138.98 NA NA NA NA NA NA
1237.84 NA NA NA NA NA NA
1335.85 NA NA NA NA NA NA
1433.86 NA NA NA NA NA NA
1531.6236559139784 1535.142857142857 NA NA NA NA NA
1626.5913978494623 1646.142857142857 NA NA NA NA NA
1734.8524590163934 1710.025641025641 NA NA NA NA NA
1830.122807017544 1811.6046511627908 NA NA NA NA NA
1933.8793103448277 1899.3809523809523 NA NA NA NA NA
2029.622641509434 1999.4255319148936 NA NA NA NA NA
2125.509090909091 2094.311111111111 NA NA NA NA NA
2223.826923076923 2189.8333333333335 NA NA NA NA NA
2318.754716981132 2286.404255319149 NA NA NA NA NA
2413.081632653061 2386.627450980392 NA NA NA NA NA
2511.019230769231 2478.9583333333335 NA NA NA NA NA
2608.673076923077 2573.25 NA NA NA NA NA
NA 2711.63 NA NA NA NA NA
NA 2809.64 NA NA NA NA NA
NA 2907.65 NA NA NA NA NA
NA 3004.9411764705883 3009.733333333333 NA NA NA NA
NA 3113.1666666666665 3097.075 NA NA NA NA
NA 3216.4406779661017 3185.6341463414633 NA NA NA NA
NA 3323.54 3281.6 NA NA NA NA
NA 3420.217391304348 3378.767441860465 3394.3636363636365 NA NA NA
NA 3522.3055555555557 3487.0 3471.125 NA NA NA
NA 3619.0 3587.35 3574.96875 NA NA NA
NA 3714.535714285714 3689.55 3665.0 NA NA NA
NA 3821.222222222222 3792.025641025641 3759.764705882353 NA NA NA
NA 3920.2380952380954 3889.0408163265306 3848.5 3857.3333333333335 NA NA
NA 4018.375 3986.5135135135133 3974.0833333333335 3937.4444444444443 NA NA
NA 4107.384615384615 4086.7741935483873 4041.294117647059 4053.3076923076924 NA NA
NA 4181.347826086957 4206.214285714285 4144.290322580645 4154.64705882353 NA NA
NA 4279.12 4302.291666666667 4241.133333333333 4253.25 NA NA
NA 4344.428571428572 4397.96 4380.333333333333 4323.217391304348 NA NA
NA 4492.7692307692305 4448.4375 4430.705882352941 4461.041666666667 NA NA
NA 4586.0 4565.3125 4547.424242424242 4508.125 NA NA
NA 4663.055555555556 4684.846153846154 4622.04 4628.384615384615 NA NA
NA 4768.037037037037 4753.5 4733.954545454545 4694.541666666667 NA NA
NA 4878.434782608696 4858.6 4804.916666666667 4811.428571428572 NA NA
NA 4974.7 4955.25 4932.066666666667 4907.192307692308 NA NA
NA 5070.416666666667 5042.9473684210525 5009.787878787879 5024.173913043478 NA NA
NA 5164.333333333333 5137.428571428572 5100.3 5116.68 NA NA
NA 5258.5 5245.875 5217.342857142857 5191.727272727273 NA NA
NA 5334.315789473684 5360.909090909091 5318.777777777777 5284.375 NA NA
NA 5428.333333333333 5457.681818181818 5396.088235294118 5406.722222222223 NA NA
NA 5531.0 5554.454545454545 5496.8 5489.46875 NA NA
NA 5649.185185185185 5626.652173913043 5578.5 5592.529411764706 NA NA
NA 5744.62962962963 5694.136363636364 5718.0 5680.6551724137935 NA NA
NA 5842.24 5817.217391304348 5781.3 5786.272727272727 NA NA
NA 5893.136363636364 5918.0 5888.790697674419 5917.466666666666 NA NA
NA 5963.652173913043 6009.260869565217 6008.785714285715 6008.846153846154 NA NA
NA 6098.46875 6067.285714285715 6095.05 6093.470588235294 NA NA
NA 6209.428571428572 6154.318181818182 6191.045454545455 6200.076923076923 NA NA
NA 6280.9473684210525 6268.111111111111 6294.367346938776 6280.0 NA NA
NA 6414.478260869565 6385.428571428572 6358.894736842105 6369.583333333333 NA NA
NA 6502.12 6478.461538461538 6459.0 6466.857142857143 NA NA
NA 6586.0 6568.809523809524 6550.5 6559.6 NA NA
NA 6701.193548387097 6677.708333333333 6639.515151515152 6653.166666666667 NA NA
NA 6772.576923076923 6747.8421052631575 6774.148148148148 6770.148148148148 6787.0 NA
NA 6873.8 6847.1 6864.0 6888.333333333333 6803.5 NA
NA 6956.08 6922.882352941177 6989.111111111111 6958.2 6909.4 NA
NA 7036.391304347826 7002.5 7081.736842105263 7064.9 7026.25 NA
NA 7174.583333333333 7107.7692307692305 7125.25 7145.585365853659 7109.125 7143.0
NA 7233.782608695652 7225.461538461538 7224.666666666667 7263.814814814815 7218.9047619047615 7203.666666666667
NA 7329.857142857143 7322.333333333333 7318.428571428572 7369.739130434783 7309.37037037037 7276.833333333333
NA 7420.590909090909 7422.866666666667 7398.529411764706 7448.694444444444 7374.5 7362.625
NA 7511.173913043478 7516.470588235294 7471.823529411765 7549.8125 7493.666666666667 7483.777777777777
NA 7599.090909090909 7604.75 7639.615384615385 7659.928571428572 7587.7037037037035 7563.25
NA 7708.684210526316 7718.823529411765 7719.125 7704.666666666667 7682.909090909091 7667.727272727273
