100 0 0 0 0 0 0
100 0 0 0 0 0 0
100 0 0 0 0 0 0
100 0 0 0 0 0 0
100 0 0 0 0 0 0
100 0 0 0 0 0 0
100 0 0 0 0 0 0
100 0 0 0 0 0 0
100 0 0 0 0 0 0
100 0 0 0 0 0 0
100 0 0 0 0 0 0
100 0 0 0 0 0 0
100 0 0 0 0 0 0
100 0 0 0 0 0 0
100 0 0 0 0 0 0
93 7 0 0 0 0 0
93 7 0 0 0 0 0
61 39 0 0 0 0 0
57 43 0 0 0 0 0
58 42 0 0 0 0 0
53 47 0 0 0 0 0
55 45 0 0 0 0 0
52 48 0 0 0 0 0
53 47 0 0 0 0 0
49 51 0 0 0 0 0
52 48 0 0 0 0 0
52 48 0 0 0 0 0
0 100 0 0 0 0 0
0 100 0 0 0 0 0
0 100 0 0 0 0 0
0 85 15 0 0 0 0
0 60 40 0 0 0 0
0 59 41 0 0 0 0
0 50 50 0 0 0 0
0 46 43 11 0 0 0
0 36 48 16 0 0 0
0 29 40 32 0 0 0
0 28 40 32 0 0 0
0 27 39 34 0 0 0
0 21 49 12 18 0 0
0 24 37 12 27 0 0
0 26 31 17 26 0 0
0 23 28 31 17 0 0
0 25 24 30 20 0 0
0 28 25 24 23 0 0
0 26 16 34 24 0 0
0 28 16 33 24 0 0
0 36 13 25 26 0 0
0 27 26 22 24 0 0
0 23 25 24 28 0 0
0 20 24 30 26 0 0
0 24 19 33 23 0 0
0 24 21 30 25 0 0
0 28 16 35 22 0 0
0 19 22 36 24 0 0
0 27 22 34 18 0 0
0 26 22 20 32 0 0
0 27 23 34 17 0 0
0 27 22 22 29 0 0
0 25 23 30 22 0 0
0 22 20 43 15 0 0
0 23 23 28 26 0 0
0 32 14 20 34 0 0
0 21 22 44 13 0 0
0 19 27 49 4 0 0
0 23 28 38 12 0 0
0 25 26 36 14 0 0
0 35 21 24 20 0 0
0 31 24 33 12 0 0
0 26 19 27 27 1 0
0 25 20 50 3 2 0
0 25 17 18 35 5 0
0 23 16 19 30 12 0
0 24 13 4 41 16 2
0 23 13 9 27 21 6
0 21 15 7 23 27 6
0 22 15 17 36 4 8
0 23 17 17 32 3 9
0 22 16 13 14 27 8
0 19 17 16 15 22 11
