73.0,1.221740609235972,0.9935066394335172,0.9998935694143328,0.0,0.0,0.33043478260869563,0.3652173913043478,0.30434782608695654,0.0,0.0,1.0,0.0,0.0
73.0,1.5298653624006986,0.9125798361871529,0.7743337012272068,0.507537688442211,0.24120603015075376,0.1708542713567839,0.18592964824120603,0.11055276381909548,0.005025125628140704,0.0,0.7865612648221344,0.2134387351778656,0.0
73.0,1.1680237332777799,0.9933857558102631,0.9998893699295778,0.0,0.0,0.3392857142857143,0.38392857142857145,0.3125,0.0,0.0,1.0,0.0,0.0
73.0,1.757029980697653,0.891149319476089,0.7540161853237799,0.34285714285714286,0.3,0.22380952380952382,0.22857142857142856,0.07142857142857142,0.0,0.0,1.0,0.0,0.0
73.0,1.359578904480905,0.9939895099437195,0.9999256883518483,0.0,0.0,0.25217391304347825,0.2956521739130435,0.22608695652173913,0.0,0.0,1.0,0.0,0.0
73.0,1.3426462391812335,0.9949404297438157,0.9999273906277486,0.0,0.0,0.09734513274336283,0.2920353982300885,0.22123893805309736,0.0,0.0,1.0,0.0,0.0
73.0,1.3556656700337675,0.9950662662013646,0.9999264552214413,0.0,0.0,0.05263157894736842,0.2894736842105263,0.22807017543859648,0.0,0.0,1.0,0.0,0.0
73.0,1.3962948602828957,0.991151401532284,0.9996875683588989,0.0,0.0,0.8281573498964804,0.8322981366459627,0.8178053830227743,0.0,0.0,1.0,0.0,0.0
73.0,1.3794792648647076,0.9910586842669634,0.9996756817143999,0.0,0.0,0.8453038674033149,0.852670349907919,0.8379373848987108,0.0,0.0,1.0,0.0,0.0
73.0,1.284646889849637,0.9950897986779093,0.9999317939325593,0.0,0.0,0.03773584905660377,0.27358490566037735,0.20754716981132076,0.0,0.0,1.0,0.0,0.0
