gen	evals	std     	min       	avg     	max    
0  	20   	0.466252	0.00174803	0.477259	1.50712
1  	20   	1.34518 	0.0686023 	0.911499	7.68727
2  	20   	1.61173 	0.140109  	1.14475 	7.68727
3  	20   	1.68277 	0.140109  	1.17355 	7.68727
4  	20   	1.88876 	0.140109  	1.28836 	7.85491
5  	20   	1.97287 	0.140109  	1.36343 	7.85491
6  	20   	2.10586 	0.140109  	1.51046 	7.85491
7  	20   	2.16567 	0.140109  	1.6008  	7.85491
8  	20   	2.23369 	0.140109  	1.6331  	7.85491
9  	20   	2.23369 	0.140109  	1.6331  	7.85491
10 	20   	2.31663 	0.140109  	1.68237 	8.07091
11 	20   	2.56684 	0.140109  	1.80544 	10.4824
12 	20   	2.84848 	0.140109  	2.02649 	10.4824
13 	20   	2.84848 	0.140109  	2.02649 	10.4824
14 	20   	2.84848 	0.140109  	2.02649 	10.4824
15 	20   	2.84848 	0.140109  	2.02649 	10.4824
16 	20   	2.94834 	0.140109  	2.11769 	10.4824
17 	20   	2.94834 	0.140109  	2.11769 	10.4824
18 	20   	3.06686 	0.140109  	2.2209  	10.4824
19 	20   	3.06686 	0.140109  	2.2209  	10.4824
20 	20   	3.06686 	0.140109  	2.2209  	10.4824
21 	20   	3.06686 	0.140109  	2.2209  	10.4824
22 	20   	3.07658 	0.140109  	2.23416 	10.4824
23 	20   	3.07658 	0.140109  	2.23416 	10.4824
24 	20   	3.07658 	0.140109  	2.23416 	10.4824
25 	20   	3.02864 	0.140109  	2.2087  	10.4824
26 	20   	3.19381 	0.140109  	2.2724  	12.3656
27 	20   	3.34974 	0.140109  	2.34602 	12.8336
28 	20   	3.34974 	0.140109  	2.34602 	12.8336
29 	20   	3.55532 	0.140109  	2.44177 	12.8336
